Sl,Station_Names,Year,Month,Max_Temp,Temperature,Min_Temp,Rainfall,Flood Occurrence
2481,Chandpur,1991,10,33.8,29.75,24.5,284,
2482,Chandpur,1991,11,31.1,27.8,18.7,6,
2483,Chandpur,1991,12,29.1,23.9,14.5,13,
2484,Chandpur,1992,1,27.6,21.05,13.2,0,
2485,Chandpur,1992,2,29.1,21.15,15.5,96,
2486,Chandpur,1992,3,36.1,25.8,22.1,0,
2487,Chandpur,1992,4,35.8,28.95,24.7,20,
2488,Chandpur,1992,5,34.9,29.8,24.2,147,
2489,Chandpur,1992,6,35.2,29.7,26.1,178,
2490,Chandpur,1992,7,34.5,30.3,25.8,338,1
2491,Chandpur,1992,8,34.1,29.95,25.8,335,1
2492,Chandpur,1992,9,33.8,29.8,25.8,150,
2493,Chandpur,1992,10,33.7,29.75,24.5,81,
2494,Chandpur,1992,11,32.6,28.55,20,1,
2495,Chandpur,1992,12,26.8,23.4,14.4,0,
2496,Chandpur,1993,1,28.6,21.5,13.3,0,
2497,Chandpur,1993,2,31.6,22.45,17.1,108,
2498,Chandpur,1993,3,33.4,25.25,19.4,142,
2499,Chandpur,1993,4,35.7,27.55,23.1,110,
2500,Chandpur,1993,5,34.8,28.95,23.9,317,1
2501,Chandpur,1993,6,34.6,29.25,26,299,
2502,Chandpur,1993,7,33.8,29.9,25.9,414,1
2503,Chandpur,1993,8,33.1,29.5,26.2,448,1
2504,Chandpur,1993,9,34.1,30.15,25.5,258,
2505,Chandpur,1993,10,33.8,29.65,24.6,88,
2506,Chandpur,1993,11,30.8,27.7,20.5,7,
2507,Chandpur,1993,12,28.6,24.55,16.1,0,
2508,Chandpur,1994,1,29,22.55,14.7,8,
2509,Chandpur,1994,2,30.2,22.45,15.2,9,
2510,Chandpur,1994,3,33.8,24.5,21.9,85,
2511,Chandpur,1994,4,36.5,29.2,23.4,310,1
2512,Chandpur,1994,5,35.6,29.5,25.2,178,
2513,Chandpur,1994,6,35.1,30.15,25.9,287,
2514,Chandpur,1994,7,34,29.95,25.8,169,
2515,Chandpur,1994,8,33.5,29.65,25.8,383,1
2516,Chandpur,1994,9,34.1,29.95,25.7,98,
2517,Chandpur,1994,10,33.6,29.65,24,44,
2518,Chandpur,1994,11,32.7,28.35,20.1,1,
2519,Chandpur,1994,12,29.6,24.85,14.7,0,
2520,Chandpur,1995,1,27.6,21.15,12.8,0,
2521,Chandpur,1995,2,31,21.9,16,25,
2522,Chandpur,1995,3,36.7,26.35,19.6,1,
2523,Chandpur,1995,4,35.8,27.7,24,51,
2524,Chandpur,1995,5,35.8,29.9,25.9,177,
2525,Chandpur,1995,6,34.7,30.3,26.1,358,1
2526,Chandpur,1995,7,33.1,29.6,25.7,403,1
2527,Chandpur,1995,8,34.6,30.15,26.1,484,1
2528,Chandpur,1995,9,34.2,30.15,26,239,
2529,Chandpur,1995,10,34,30,25.2,77,
2530,Chandpur,1995,11,33,29.1,21,194,
2531,Chandpur,1995,12,28.1,24.55,15.6,0,
2532,Chandpur,1996,1,28.1,21.85,14.3,4,
2533,Chandpur,1996,2,32.5,23.4,16.5,10,
2534,Chandpur,1996,3,35.2,25.85,22.5,75,
2535,Chandpur,1996,4,35.5,29,23.9,196,
2536,Chandpur,1996,5,36.4,30.15,25.7,96,
2537,Chandpur,1996,6,34.8,30.25,25.5,314,1
2538,Chandpur,1996,7,34,29.75,26.2,290,
2539,Chandpur,1996,8,33.8,30,25.8,218,
2540,Chandpur,1996,9,35.7,30.75,26.2,249,
2541,Chandpur,1996,10,34.7,30.45,23.9,246,
2542,Chandpur,1996,11,32.8,28.35,19.8,20,
2543,Chandpur,1996,12,28.6,24.2,16.1,0,
2544,Chandpur,1997,1,27.1,21.6,13,2,
2545,Chandpur,1997,2,30.5,21.75,15.3,29,
2546,Chandpur,1997,3,34,24.65,21.4,54,
2547,Chandpur,1997,4,33.5,27.45,21,72,
2548,Chandpur,1997,5,35.5,28.25,24.8,133,
2549,Chandpur,1997,6,35.5,30.15,25.6,266,
2550,Chandpur,1997,7,34.1,29.85,25.9,492,1
2551,Chandpur,1997,8,36.8,31.35,26.6,338,1
2552,Chandpur,1997,9,33.5,30.05,25.5,421,1
2553,Chandpur,1997,10,33.5,29.5,23.6,34,
2554,Chandpur,1997,11,33.1,28.35,21.1,0,
2555,Chandpur,1997,12,28,24.55,15.9,33,
2556,Chandpur,1998,1,26.5,21.2,13.7,23,
2557,Chandpur,1998,2,30.7,22.2,17.1,54,
2558,Chandpur,1998,3,33.6,25.35,19.4,130,
2559,Chandpur,1998,4,34.5,26.95,22.9,158,
2560,Chandpur,1998,5,36,29.45,25.9,237,
2561,Chandpur,1998,6,35.2,30.55,27.6,92,
2562,Chandpur,1998,7,33.5,30.55,26.1,622,1
2563,Chandpur,1998,8,33.7,29.9,26.6,336,1
2564,Chandpur,1998,9,35.4,31,26.3,186,
2565,Chandpur,1998,10,35.2,30.75,24.4,97,
2566,Chandpur,1998,11,32.6,28.5,19.9,157,
2567,Chandpur,1998,12,29.5,24.7,15.9,0,
2568,Chandpur,1999,1,29,22.45,14.6,0,
2569,Chandpur,1999,2,34,24.3,17.3,0,
2570,Chandpur,1999,3,35.7,26.5,21.9,1,
2571,Chandpur,1999,4,35.5,28.7,25.4,21,
2572,Chandpur,1999,5,35.5,30.45,25.1,357,
2573,Chandpur,1999,6,35.5,30.3,25.9,289,
2574,Chandpur,1999,7,33.9,29.9,25.7,947,1
2575,Chandpur,1999,8,34,29.85,25.9,323,
2576,Chandpur,1999,9,33,29.45,25.1,394,1
2577,Chandpur,1999,10,33.2,29.15,24.6,284,
2578,Chandpur,1999,11,31.6,28.1,20.4,4,
2579,Chandpur,1999,12,29.5,24.95,16.3,1,
2580,Chandpur,2000,1,29,22.65,14,25,
2581,Chandpur,2000,2,28.1,21.05,15.9,15,
2582,Chandpur,2000,3,34.1,25,20.5,58,
2583,Chandpur,2000,4,34,27.25,23.6,160,
2584,Chandpur,2000,5,36.1,29.85,24.4,470,1
2585,Chandpur,2000,6,35.1,29.75,25.9,288,
2586,Chandpur,2000,7,35.1,30.5,26.3,293,
2587,Chandpur,2000,8,34.6,30.45,26.3,214,
2588,Chandpur,2000,9,34,30.15,25.8,73,
2589,Chandpur,2000,10,35.1,30.45,24.8,188,
2590,Chandpur,2000,11,32,28.4,20.2,1,
2591,Chandpur,2000,12,28.4,24.3,14.9,0,
2592,Chandpur,2001,1,27.5,21.2,12.6,0,
2593,Chandpur,2001,2,34.1,23.35,16.3,25,
2594,Chandpur,2001,3,35,25.65,20.3,1,
2595,Chandpur,2001,4,36.1,28.2,24.2,23,
2596,Chandpur,2001,5,34.6,29.4,24.2,448,1
2597,Chandpur,2001,6,33.6,28.9,25.5,541,1
2598,Chandpur,2001,7,34,29.75,25.8,387,1
2599,Chandpur,2001,8,34.2,30,26.3,197,
2600,Chandpur,2001,9,34.1,30.2,25.7,321,
2601,Chandpur,2001,10,34,29.85,24.9,157,
2602,Chandpur,2001,11,31.4,28.15,21.2,76,
2603,Chandpur,2001,12,27.5,24.35,15,0,
2604,Chandpur,2002,1,28,21.5,14.4,14,
2605,Chandpur,2002,2,33,23.7,16.4,0,
2606,Chandpur,2002,3,35.5,25.95,20,170,
2607,Chandpur,2002,4,34.1,27.05,23,114,
2608,Chandpur,2002,5,35.7,29.35,24.5,376,1
2609,Chandpur,2002,6,34.7,29.6,25.7,549,1
2610,Chandpur,2002,7,34.2,29.95,26,477,1
2611,Chandpur,2002,8,34,30,25.9,409,1
2612,Chandpur,2002,9,35,30.45,25.8,258,
2613,Chandpur,2002,10,34.5,30.15,23.9,32,
2614,Chandpur,2002,11,32,27.95,20.1,77,
2615,Chandpur,2002,12,29.7,24.9,16,0,
2616,Chandpur,2003,1,26,21,12.3,0,
2617,Chandpur,2003,2,31,21.65,16.2,13,
2618,Chandpur,2003,3,33.5,24.85,19.5,109,
2619,Chandpur,2003,4,35.2,27.35,24.6,81,
2620,Chandpur,2003,5,35.7,30.15,25.5,125,
2621,Chandpur,2003,6,35.6,30.55,25.9,533,1
2622,Chandpur,2003,7,35.2,30.55,26.3,209,
2623,Chandpur,2003,8,34.7,30.5,26.3,279,1
2624,Chandpur,2003,9,33.7,30,26.3,200,
2625,Chandpur,2003,10,33.6,29.95,25.6,143,
2626,Chandpur,2003,11,32,28.8,20,0,
2627,Chandpur,2003,12,28.2,24.1,16.5,26,
2628,Chandpur,2004,1,27.2,21.85,14.1,0,
2629,Chandpur,2004,2,31.7,22.9,16,0,
2630,Chandpur,2004,3,34.5,25.25,22.2,9,
2631,Chandpur,2004,4,33.7,27.95,24,104,
2632,Chandpur,2004,5,36.7,30.35,25.9,101,
2633,Chandpur,2004,6,35.2,30.55,25.3,374,1
2634,Chandpur,2004,7,33.2,29.25,26.3,312,
2635,Chandpur,2004,8,34,30.15,26,334,1
2636,Chandpur,2004,9,33.5,29.75,25.7,845,1
2637,Chandpur,2004,10,34.5,30.1,24.3,302,
2638,Chandpur,2004,11,31,27.65,19.7,0,
2639,Chandpur,2004,12,29.5,24.6,17.1,2,
2640,Chandpur,2005,1,28,22.55,14.4,7,
2641,Chandpur,2005,2,31.5,22.95,18,0,
2642,Chandpur,2005,3,34.2,26.1,22.4,122,
2643,Chandpur,2005,4,35.5,28.95,24.2,91,
2644,Chandpur,2005,5,35.7,29.95,24.9,115,
2645,Chandpur,2005,6,36.7,30.8,26.8,31,
2646,Chandpur,2005,7,33.7,30.25,26,344,1
2647,Chandpur,2005,8,33.6,29.8,26.4,318,1
2648,Chandpur,2005,9,34.5,30.45,26.1,149,
2649,Chandpur,2005,10,34.2,30.15,25,360,1
2650,Chandpur,2005,11,31.4,28.2,20.2,0,
2651,Chandpur,2005,12,29.8,25,16.5,2,
2652,Chandpur,2006,1,27.6,22.05,14.1,0,
2653,Chandpur,2006,2,33.8,23.95,19.4,0,
2654,Chandpur,2006,3,36.2,27.8,21.5,0,
2655,Chandpur,2006,4,35.6,28.55,23.9,27,
2656,Chandpur,2006,5,36,29.95,25.3,260,
2657,Chandpur,2006,6,35.7,30.5,26.4,336,1
2658,Chandpur,2006,7,35.2,30.8,26.3,348,1
2659,Chandpur,2006,8,34.2,30.25,26,309,
2660,Chandpur,2006,9,34.2,30.1,25.8,410,1
2661,Chandpur,2006,10,34.4,30.1,25,24,
2662,Chandpur,2006,11,32.7,28.85,20.6,0,
2663,Chandpur,2006,12,29.7,25.15,15.6,0,
2664,Chandpur,2007,1,28.2,21.9,12.9,0,
2665,Chandpur,2007,2,31.5,22.2,16.8,57,
2666,Chandpur,2007,3,36.7,26.75,18.7,40,
2667,Chandpur,2007,4,35.7,27.2,23.8,51,
2668,Chandpur,2007,5,37.7,30.75,25.6,226,
2669,Chandpur,2007,6,35.7,30.65,25.7,399,1
2670,Chandpur,2007,7,34.8,30.25,26,782,1
2671,Chandpur,2007,8,35.2,30.6,26.5,180,
2672,Chandpur,2007,9,34.5,30.5,26.4,266,
2673,Chandpur,2007,10,35,30.7,24.3,228,
2674,Chandpur,2007,11,32,28.15,21,109,
2675,Chandpur,2007,12,28.8,24.9,15.7,0,
2676,Chandpur,2008,1,29.7,22.7,14.4,39,
2677,Chandpur,2008,2,30.7,22.55,14.9,22,
2678,Chandpur,2008,3,34.2,24.55,21.6,64,
2679,Chandpur,2008,4,36.5,29.05,24,67,
2680,Chandpur,2008,5,37.8,30.9,24.9,240,
2681,Chandpur,2008,6,35.2,30.05,25.8,193,
2682,Chandpur,2008,7,34.9,30.35,25.9,649,1
2683,Chandpur,2008,8,34.7,30.3,26.1,320,1
2684,Chandpur,2008,9,34.8,30.45,26,213,
2685,Chandpur,2008,10,34.7,30.35,23.8,333,1
2686,Chandpur,2008,11,33,28.4,19.5,0,
2687,Chandpur,2008,12,30.4,24.95,17.1,0,
2688,Chandpur,2009,1,29.6,23.35,14.4,0,
2689,Chandpur,2009,2,33.4,23.9,16.5,1,
2690,Chandpur,2009,3,35.8,26.15,21,5,
2691,Chandpur,2009,4,36.8,28.9,25.1,56,
2692,Chandpur,2009,5,36.8,30.95,24.8,220,
2693,Chandpur,2009,6,36.4,30.6,26.5,177,
2694,Chandpur,2009,7,35.2,30.85,25.9,431,1
2695,Chandpur,2009,8,35.3,30.6,26.2,312,1
2696,Chandpur,2009,9,35.2,30.7,26.1,146,
2697,Chandpur,2009,10,35,30.55,24.1,195,
2698,Chandpur,2009,11,33.6,28.85,20.3,3,
2699,Chandpur,2009,12,29.6,24.95,15,0,
2700,Chandpur,2010,1,29,22,12.4,0,
2701,Chandpur,2010,2,32.4,22.4,15.9,23,
2702,Chandpur,2010,3,37.4,26.65,22.5,3,
2703,Chandpur,2010,4,36.2,29.35,25.9,17,
2704,Chandpur,2010,5,36.7,31.3,25.2,191,
2705,Chandpur,2010,6,39.7,32.45,26.3,541,1
2706,Chandpur,2010,7,34.7,30.5,26.6,233,
2707,Chandpur,2010,8,35,30.8,26.7,204,
2708,Chandpur,2010,9,38.2,32.45,26.3,229,
2709,Chandpur,2010,10,35.7,31,25.3,303,1
2710,Chandpur,2010,11,33.2,29.25,21.2,6,
2711,Chandpur,2010,12,29.6,25.4,15.2,15,
2712,Chandpur,2011,1,28.6,21.9,12,0,
2713,Chandpur,2011,2,31,21.5,16.2,1,
2714,Chandpur,2011,3,35.2,25.7,20.3,35,
2715,Chandpur,2011,4,35.6,27.95,22.6,145,
2716,Chandpur,2011,5,36,29.3,24.4,424,1
2717,Chandpur,2011,6,35.5,29.95,26,410,1
2718,Chandpur,2011,7,35,30.5,26.1,291,
2719,Chandpur,2011,8,35.2,30.65,26,403,1
2720,Chandpur,2011,9,35.9,30.95,26.1,291,
2721,Chandpur,2011,10,35.2,30.65,24.7,128,
2722,Chandpur,2011,11,32.4,28.55,19.2,0,
2723,Chandpur,2011,12,30.7,24.95,15.3,0,
2724,Chandpur,2012,1,29.2,22.25,14,12,
2725,Chandpur,2012,2,34,24,15.2,12,
2726,Chandpur,2012,3,35,25.1,21.6,30,
2727,Chandpur,2012,4,37,29.3,23.6,194,
2728,Chandpur,2012,5,36.8,30.2,25.6,121,
2729,Chandpur,2012,6,36.6,31.1,26.5,279,
2730,Chandpur,2012,7,34.7,30.6,26.4,298,
2731,Chandpur,2012,8,34.6,30.5,26.2,452,1
2732,Chandpur,2012,9,36.6,31.4,26.3,137,
2733,Chandpur,2012,10,34.2,30.25,24.2,128,
2734,Chandpur,2012,11,32.8,28.5,19.3,92,
2735,Chandpur,2012,12,28.7,24,14.1,2,
2736,Chandpur,2013,1,28.7,21.4,11.7,0,
2737,Chandpur,2013,2,32.4,22.05,16,3,
2738,Chandpur,2013,3,35.5,25.75,21.3,15,
2739,Chandpur,2013,4,36.2,28.75,23.9,135,
2740,Chandpur,2013,5,35.7,29.8,24.4,670,1
2741,Chandpur,2013,6,36.4,30.4,26.3,497,1
2742,Chandpur,2013,7,34.6,30.45,26.5,225,
2743,Chandpur,2013,8,35.2,30.85,26.2,331,1
2744,Chandpur,2013,9,35.6,30.9,26.1,502,1
2745,Chandpur,2013,10,35,30.55,24.5,167,1
2746,Chandpur,2013,11,32.5,28.5,19.1,0,
2747,Chandpur,2013,12,30.4,24.75,15.9,0,
2748,Chittagong (City-Ambagan),2009,1,31.56666667,23.73333334,13.7,0,
2749,Chittagong (City-Ambagan),2009,2,34.83333333,24.26666667,16.7,0.333333333,
2750,Chittagong (City-Ambagan),2009,3,35.36666667,26.03333334,21.23333333,23.66666667,
2751,Chittagong (City-Ambagan),2009,4,35.43333333,28.33333333,23.9,135.3333333,
2752,Chittagong (City-Ambagan),2009,5,34.66666667,29.28333334,24.93333333,312.6666667,
2753,Chittagong (City-Ambagan),2009,6,34.83333333,29.88333333,25.8,742,1
2754,Chittagong (City-Ambagan),2009,7,34.3,30.05,25.63333333,555.3333333,1
2755,Chittagong (City-Ambagan),2009,8,33.93333333,29.78333333,25.26666667,430.3333333,1
2756,Chittagong (City-Ambagan),2009,9,34.86666667,30.06666667,25.53333333,422,1
2757,Chittagong (City-Ambagan),2009,10,35.1,30.31666667,24.03333333,304.6666667,
2758,Chittagong (City-Ambagan),2009,11,33.6,28.81666667,19.43333333,1,
2759,Chittagong (City-Ambagan),2009,12,31.06666667,25.25,15.36666667,0,
2760,Chittagong (City-Ambagan),2011,1,32.4,23.88333334,13.5,0,
2761,Chittagong (City-Ambagan),2011,2,35,24.25,16.9,0,
2762,Chittagong (City-Ambagan),2011,3,35.3,26.1,20.7,35,
2763,Chittagong (City-Ambagan),2011,4,34.8,27.75,23.7,117,
2764,Chittagong (City-Ambagan),2011,5,34.8,29.25,25,355,
2765,Chittagong (City-Ambagan),2011,6,34.2,29.6,25.8,454,1
2766,Chittagong (City-Ambagan),2011,7,33.9,29.85,25.6,613,1
2767,Chittagong (City-Ambagan),2011,8,34.5,30.05,25.3,748,1
2768,Chittagong (City-Ambagan),2011,9,34.5,29.9,25.4,740,1
2769,Chittagong (City-Ambagan),2011,10,35.4,30.4,24.3,66,
2770,Chittagong (City-Ambagan),2011,11,33.4,28.85,19.2,0,
2771,Chittagong (City-Ambagan),2011,12,32.3,25.75,16,0,
2772,Chittagong (City-Ambagan),2012,1,30.7,23.35,14.9,0,
2773,Chittagong (City-Ambagan),2012,2,34,24.45,16.5,0,
2774,Chittagong (City-Ambagan),2012,3,36,26.25,21.9,31,
2775,Chittagong (City-Ambagan),2012,4,36.5,29.2,23.6,231,
2776,Chittagong (City-Ambagan),2012,5,35.2,29.4,25.2,114,
2777,Chittagong (City-Ambagan),2012,6,35,30.1,25.6,1268,1
2778,Chittagong (City-Ambagan),2012,7,34.5,30.05,25.5,662,1
2779,Chittagong (City-Ambagan),2012,8,34.1,29.8,25.6,300,
2780,Chittagong (City-Ambagan),2012,9,35,30.3,25.7,221,
2781,Chittagong (City-Ambagan),2012,10,34.3,30,23.8,442,1
2782,Chittagong (City-Ambagan),2012,11,34.2,29,20,3,
2783,Chittagong (City-Ambagan),2012,12,30.4,25.2,14.3,0,
2784,Chittagong (City-Ambagan),2013,1,31.6,22.95,12.7,0,
2785,Chittagong (City-Ambagan),2013,2,35.5,24.1,16.7,1,
2786,Chittagong (City-Ambagan),2013,3,34.8,25.75,21.1,5,
2787,Chittagong (City-Ambagan),2013,4,35,28.05,24.4,58,
2788,Chittagong (City-Ambagan),2013,5,34,29.2,24.6,469,1
2789,Chittagong (City-Ambagan),2013,6,35.3,29.95,26,504,1
2790,Chittagong (City-Ambagan),2013,7,34.5,30.25,25.8,391,1
2791,Chittagong (City-Ambagan),2013,8,33.2,29.5,24.9,243,
2792,Chittagong (City-Ambagan),2013,9,35.1,30,25.5,305,
2793,Chittagong (City-Ambagan),2013,10,35.6,30.55,24,403,1
2794,Chittagong (City-Ambagan),2013,11,33.2,28.6,19.1,0,
2795,Chittagong (City-Ambagan),2013,12,30.5,24.8,15.8,0,
2796,Chittagong (IAP-Patenga),1949,1,28,21.9,14,3,
2797,Chittagong (IAP-Patenga),1949,2,34.2,24.1,15.5,17,
2798,Chittagong (IAP-Patenga),1949,3,32.5,24,20.4,70,
2799,Chittagong (IAP-Patenga),1949,4,33.7,27.05,20.7,267,
2800,Chittagong (IAP-Patenga),1949,5,35.2,27.95,22.8,240,
2801,Chittagong (IAP-Patenga),1949,6,33.3,28.05,25.5,624,1
2802,Chittagong (IAP-Patenga),1949,7,32.3,28.9,24.6,870,1
2803,Chittagong (IAP-Patenga),1949,8,32.6,28.6,25.1,504,1
2804,Chittagong (IAP-Patenga),1949,9,32.9,29,25,577,1
2805,Chittagong (IAP-Patenga),1949,10,33.3,29.15,24.4,104,
2806,Chittagong (IAP-Patenga),1949,11,31.8,28.1,19.2,84,
2807,Chittagong (IAP-Patenga),1949,12,28.9,24.05,12.9,0,
2808,Chittagong (IAP-Patenga),1950,1,27.8,20.35,13.9,0,
2809,Chittagong (IAP-Patenga),1950,2,30,21.95,16.1,44,
2810,Chittagong (IAP-Patenga),1950,3,33.9,25,19.7,2,
2811,Chittagong (IAP-Patenga),1950,4,34.4,27.05,22.9,102,
2812,Chittagong (IAP-Patenga),1950,5,36.7,29.8,25.3,175,
2813,Chittagong (IAP-Patenga),1950,6,33.9,29.6,25.4,1676,1
2814,Chittagong (IAP-Patenga),1950,7,32.7,29.05,24.7,997,1
2815,Chittagong (IAP-Patenga),1950,8,32.2,28.45,24.8,669,1
2816,Chittagong (IAP-Patenga),1950,9,36.1,30.45,25.6,179,
2817,Chittagong (IAP-Patenga),1950,10,32.8,29.2,24.2,187,
2818,Chittagong (IAP-Patenga),1950,11,32.1,28.15,19.4,93,
2819,Chittagong (IAP-Patenga),1950,12,29.2,24.3,14.9,0,
2820,Chittagong (IAP-Patenga),1951,1,30,22.45,13.5,0,
2821,Chittagong (IAP-Patenga),1951,2,31.4,22.45,15,0,
2822,Chittagong (IAP-Patenga),1951,3,35.2,25.1,20.3,70,
2823,Chittagong (IAP-Patenga),1951,4,34,27.15,22.3,181,
2824,Chittagong (IAP-Patenga),1951,5,33,27.65,25.1,139,
2825,Chittagong (IAP-Patenga),1951,6,33.5,29.3,25.1,458,1
2826,Chittagong (IAP-Patenga),1951,7,35,30.05,24.8,670,1
2827,Chittagong (IAP-Patenga),1951,8,33.4,29.1,25.3,747,1
2828,Chittagong (IAP-Patenga),1951,9,33.4,29.35,25.2,295,
2829,Chittagong (IAP-Patenga),1951,10,33.1,29.15,24.4,488,1
2830,Chittagong (IAP-Patenga),1951,11,31.7,28.05,20,0,
2831,Chittagong (IAP-Patenga),1951,12,31.7,25.85,16.6,7,
2832,Chittagong (IAP-Patenga),1952,1,28.1,22.35,14.2,0,
2833,Chittagong (IAP-Patenga),1952,2,32.8,23.5,16.3,0,
2834,Chittagong (IAP-Patenga),1952,3,35.4,25.85,19.3,73,
2835,Chittagong (IAP-Patenga),1952,4,34.9,27.1,23,236,
2836,Chittagong (IAP-Patenga),1952,5,34.7,28.85,24.8,204,
2837,Chittagong (IAP-Patenga),1952,6,33.6,29.2,25.4,687,1
2838,Chittagong (IAP-Patenga),1952,7,33.7,29.55,25.1,491,1
2839,Chittagong (IAP-Patenga),1952,8,32.8,28.95,25,401,1
2840,Chittagong (IAP-Patenga),1952,9,33.1,29.05,25,146,
2841,Chittagong (IAP-Patenga),1952,10,33.9,29.45,24.4,307,1
2842,Chittagong (IAP-Patenga),1952,11,33.3,28.85,19.5,152,
2843,Chittagong (IAP-Patenga),1952,12,28.1,23.8,14.5,0,
2844,Chittagong (IAP-Patenga),1953,1,28.6,21.55,13.6,0,
2845,Chittagong (IAP-Patenga),1953,2,31.7,22.65,15.8,0,
2846,Chittagong (IAP-Patenga),1953,3,32.5,24.15,21.5,5,
2847,Chittagong (IAP-Patenga),1953,4,33.9,27.7,24.3,57,
2848,Chittagong (IAP-Patenga),1953,5,35.3,29.8,24.6,508,1
2849,Chittagong (IAP-Patenga),1953,6,33.4,29,25.1,527,1
2850,Chittagong (IAP-Patenga),1953,7,35.2,30.15,24.9,764,1
2851,Chittagong (IAP-Patenga),1953,8,33.2,29.05,24.6,529,1
2852,Chittagong (IAP-Patenga),1953,9,33.6,29.1,25,622,1
2853,Chittagong (IAP-Patenga),1953,10,32.6,28.8,23.7,315,
2854,Chittagong (IAP-Patenga),1953,11,31.7,27.7,19.4,17,
2855,Chittagong (IAP-Patenga),1953,12,30.1,24.75,16.6,0,
2856,Chittagong (IAP-Patenga),1954,1,28.9,22.75,13.3,7,
2857,Chittagong (IAP-Patenga),1954,2,30.8,22.05,17.9,14,
2858,Chittagong (IAP-Patenga),1954,3,33.1,25.5,20.4,26,
2859,Chittagong (IAP-Patenga),1954,4,33.9,27.15,25.1,5,
2860,Chittagong (IAP-Patenga),1954,5,35.2,30.15,25.8,236,
2861,Chittagong (IAP-Patenga),1954,6,32.9,29.35,24.8,1270,1
2862,Chittagong (IAP-Patenga),1954,7,33.3,29.05,25.2,488,1
2863,Chittagong (IAP-Patenga),1954,8,32.8,29,25.3,1120,1
2864,Chittagong (IAP-Patenga),1954,9,34.8,30.05,25.2,162,
2865,Chittagong (IAP-Patenga),1954,10,32.5,28.85,23.2,306,1
2866,Chittagong (IAP-Patenga),1954,11,32.1,27.65,18,0,
2867,Chittagong (IAP-Patenga),1954,12,28.7,23.35,15.6,1,
2868,Chittagong (IAP-Patenga),1955,1,28.5,22.05,13.3,0,
2869,Chittagong (IAP-Patenga),1955,2,31.8,22.55,14.3,0,
2870,Chittagong (IAP-Patenga),1955,3,33.4,23.85,19.6,254,
2871,Chittagong (IAP-Patenga),1955,4,34.9,27.25,22.9,37,
2872,Chittagong (IAP-Patenga),1955,5,34.6,28.75,25.1,356,
2873,Chittagong (IAP-Patenga),1955,6,33.3,29.2,25.3,482,1
2874,Chittagong (IAP-Patenga),1955,7,31.3,28.3,24.4,898,1
2875,Chittagong (IAP-Patenga),1955,8,33.1,28.75,24.6,410,1
2876,Chittagong (IAP-Patenga),1955,9,37.3,30.95,24.3,208,
2877,Chittagong (IAP-Patenga),1955,10,33.3,28.8,23.9,174,
2878,Chittagong (IAP-Patenga),1955,11,31.9,27.9,20.6,226,
2879,Chittagong (IAP-Patenga),1955,12,28.2,24.4,14.6,0,
2880,Chittagong (IAP-Patenga),1956,1,32.2,23.4,14.1,1,
2881,Chittagong (IAP-Patenga),1956,2,31.7,22.9,14.9,0,
2882,Chittagong (IAP-Patenga),1956,3,33.3,24.1,20.9,33,
2883,Chittagong (IAP-Patenga),1956,4,37.2,29.05,23.9,83,
2884,Chittagong (IAP-Patenga),1956,5,33.1,28.5,25,505,1
2885,Chittagong (IAP-Patenga),1956,6,32.4,28.7,24.8,688,1
2886,Chittagong (IAP-Patenga),1956,7,33.2,29,24.9,318,
2887,Chittagong (IAP-Patenga),1956,8,32.8,28.85,25.1,728,1
2888,Chittagong (IAP-Patenga),1956,9,32.6,28.85,24.7,513,1
2889,Chittagong (IAP-Patenga),1956,10,33.2,28.95,24.2,147,
2890,Chittagong (IAP-Patenga),1956,11,30.9,27.55,20.3,116,
2891,Chittagong (IAP-Patenga),1956,12,28.7,24.5,15.3,0,
2892,Chittagong (IAP-Patenga),1957,1,30,22.65,14.6,35,
2893,Chittagong (IAP-Patenga),1957,2,29.3,21.95,15.7,6,
2894,Chittagong (IAP-Patenga),1957,3,34.9,25.3,19.1,0,
2895,Chittagong (IAP-Patenga),1957,4,36.1,27.6,24.2,0,
2896,Chittagong (IAP-Patenga),1957,5,33.7,28.95,26.1,175,
2897,Chittagong (IAP-Patenga),1957,6,33.5,29.8,25.4,257,
2898,Chittagong (IAP-Patenga),1957,7,33.6,29.5,25.4,560,1
2899,Chittagong (IAP-Patenga),1957,8,33.8,29.6,25.5,289,
2900,Chittagong (IAP-Patenga),1957,9,32.2,28.85,25.3,287,
2901,Chittagong (IAP-Patenga),1957,10,32.6,28.95,23.4,170,
2902,Chittagong (IAP-Patenga),1957,11,31.8,27.6,18.2,0,
2903,Chittagong (IAP-Patenga),1957,12,28.7,23.45,14.9,1,
2904,Chittagong (IAP-Patenga),1958,1,29.4,22.15,15.1,6,
2905,Chittagong (IAP-Patenga),1958,2,29.9,22.5,16.1,4,
2906,Chittagong (IAP-Patenga),1958,3,35.8,25.95,20.4,0,
2907,Chittagong (IAP-Patenga),1958,4,34.4,27.4,24.8,38,
2908,Chittagong (IAP-Patenga),1958,5,33.9,29.35,25.8,158,
2909,Chittagong (IAP-Patenga),1958,6,34.9,30.35,26.4,234,
2910,Chittagong (IAP-Patenga),1958,7,34.8,30.6,25.5,265,
2911,Chittagong (IAP-Patenga),1958,8,33.7,29.6,25,455,1
2912,Chittagong (IAP-Patenga),1958,9,33.3,29.15,25,503,1
2913,Chittagong (IAP-Patenga),1958,10,35.1,30.05,24.8,153,
